3 Rules Precision,3 Rules Recall,3 Rules,5 Rules Precision,5 Rules Recall,5 Rules,10 Rules Precision,10 Rules Recall,10 Rules
0.9383959673783862,0.9918564658794584,0.9643858925006529,0.950060947326408,0.99454023961968,0.9717919011364891,0.9560298661302249,0.9921224037390808,0.9737417998595167
0.9112614509845214,0.9927065211157207,0.9502420188674067,0.9166296983384417,0.9923864101514531,0.9530049031297745,0.9236288706215754,0.9884165839529225,0.9549250944384423
0.9258012059462649,0.9978440253133143,0.9604735706660894,0.9284136907538979,0.9961146256930506,0.9610733686277936,0.9358636588177177,0.9928422495403229,0.9635113121778563
0.9484490034808859,0.9985001175583536,0.97283121704615,0.9473603302881237,0.9979272981313297,0.9719865802358147,0.9377539503386004,0.9920226857206821,0.9641252515728972
0.9298625094387113,0.991512274492372,0.9596983362219778,0.9420683856502242,0.9939332410095166,0.9673060920072233,0.9244153873504821,0.9885316924790609,0.9553990458457283
0.9103018616035007,0.9962337662337662,0.951331240553424,0.9295194328418078,0.9947414098807369,0.9610250862127256,0.9235142848498906,0.9882438003151102,0.9547832161270312
0.9460985360734845,0.9984246933221034,0.9715575792069815,0.9396798922568532,0.9968067894751781,0.9674007111653884,0.9293602807221376,0.9897892569972818,0.9586233940184345
0.9407819550836223,0.9844872241698615,0.9621385159954584,0.9094022749165637,0.9893613642859411,0.9476982356519975,0.9181796241399253,0.9834294563057077,0.9496850828534119
0.9217103706291342,0.9909498973231323,0.955076876370186,0.9226228207650996,0.9912467985008837,0.9557045141434568,0.9252509045935805,0.9880092713429393,0.9556007944496407
0.9354169720064488,0.9972577696526508,0.9653479947666549,0.9265670593913864,0.9967508201622229,0.9603784025530043,0.922778080697928,0.9892021502709979,0.9548362968028722
0.9603689585940001,0.9988802130621633,0.9792460947351245,0.9388593417043833,0.9975394230274452,0.9673102700594008,0.9308097495458901,0.9908335215609572,0.9598841948585017
0.959691201602923,0.9983600778579859,0.9786438106112392,0.9483653382268733,0.9968247498898141,0.9719914232109353,0.9404493370252809,0.9924218488313256,0.9657368546980489
0.9446829862139309,0.9926703833354942,0.9680823713369325,0.9300808686407446,0.9929942735396595,0.9605084650430282,0.9338264963012778,0.9910970533876275,0.961609814591405
0.9459357671720248,0.9984099731894416,0.9714647805030593,0.9433462290256905,0.9964618311692647,0.9691768274301191,0.9478673835125448,0.9928107519615572,0.9698186552248932
0.9085466200648872,0.9945185502895132,0.9495906724929457,0.9252788648089841,0.9912311753461511,0.9571202211007672,0.9259447039654867,0.9890457493815156,0.9564556021872181
0.9318688931313083,0.9965199114472517,0.9631106596956276,0.9405676938182468,0.9956640192336967,0.9673319614338135,0.9162946657694545,0.9860426868932337,0.9498900423277923
0.9704480387777965,0.9993741517116573,0.9846987105905428,0.9613656411952807,0.9985111591484975,0.9795863909272848,0.9392473802553986,0.9937941173169937,0.965751146445066
0.9691676641684647,0.9995360759891804,0.9841176447818161,0.944516080571865,0.9962586546121985,0.9696976188232068,0.9361948290369464,0.9936520984609764,0.9640681270477376
0.9546705891878762,0.9983699908973518,0.976031401657693,0.9338148832521418,0.9976918903126174,0.9646971461088164,0.9411074346851197,0.9941670529423114,0.9669098733276171
0.9320712974834704,0.9961934617107031,0.9630662262263996,0.9296840487003234,0.995350707089817,0.9613973695390983,0.932947820850896,0.9911367972911864,0.9611624213189011
0.9521103117505996,0.9986752412653961,0.9748370279129343,0.9282303751950607,0.9926536942394987,0.9593617081887965,0.9167232798401748,0.9877218285230951,0.9508991256687981
0.9348592552784359,0.9959489234719547,0.9644376682669086,0.9220502066243138,0.994513804191152,0.9569121130006187,0.922528691227112,0.9896369478179475,0.954905223290618
0.9124546722454673,0.9923627069539563,0.9507325987364352,0.929249221283838,0.9934088002814991,0.9602585001845837,0.9346116101434679,0.9921897618857645,0.962540388838637
0.9193625158895042,0.9925277940669718,0.9545451902671589,0.9344675860186697,0.9942627743527962,0.9634382842801734,0.9348722973853872,0.9913482850427903,0.9622823649602175
0.926942241058389,0.9963908640379229,0.9604127106574888,0.9384337924571671,0.9965732525935315,0.9666300898333098,0.9291712465301712,0.9911467713288538,0.9591589231004074
0.9522174747050639,0.9982393606462582,0.9746854643666731,0.9415120300783325,0.9916264728554124,0.9659196711675183,0.9375043672699322,0.9905931810368497,0.9633178925261482
0.9440463164911925,0.9960703063479078,0.9693608029582673,0.9221309916066143,0.9933763976784602,0.9564287433751248,0.9278649554674792,0.9903070706586252,0.9580696762339153
0.9564775316116998,0.9981013314612568,0.9768462310223808,0.922490232878811,0.9934876094421928,0.9566735021176657,0.9247272923768733,0.9893499096363586,0.955947714323186
0.9585828015000987,0.9991770393992387,0.9784590587800741,0.9529709097067521,0.9977041071477282,0.97482459393969,0.9383686681911,0.9932023266468796,0.9650071853332107
0.9502473733948524,0.9989918912995837,0.9740101566228161,0.945657501893855,0.9963145539906103,0.970325324066665,0.9462526373727181,0.9947322614630572,0.9698870160749105
0.936743156946395,0.9972425563125009,0.9660465783558894,0.9216575081784943,0.9926035434829665,0.9558158305541758,0.9274779814275125,0.9888573097520629,0.9571846699166595
0.925251011309847,0.9935458442134305,0.9581830348481309,0.9204056149768265,0.9940108553247239,0.9557932527029335,0.9271933848837235,0.9893581296794669,0.9572675778859058
0.9433783898185513,0.9969953401677539,0.9694460856988542,0.9283476996469422,0.9942508506394462,0.960169755590063,0.9401420800352105,0.9927285930408472,0.9657199908636875
0.9443156967065967,0.9964352752759648,0.9696756408000469,0.9319960210437844,0.9956753009104031,0.9627838606421123,0.9401370650819515,0.9923412736552966,0.9655340438988735
0.9292517540077607,0.9962600327772408,0.9615899411883999,0.9349106496180459,0.9938838660939551,0.9634956998535322,0.931157774892384,0.988273948796394,0.9588660641461506
0.9492877443951194,0.9985368100653016,0.9732896671332613,0.950260203180412,0.9967267786561265,0.9729390078486383,0.9311588622188709,0.98936482036952,0.9593798075044144
0.9415454131611337,0.9958538781842662,0.9679384682049617,0.9401167841567726,0.9960298380338769,0.9672659679018824,0.9306982436706034,0.9897185851595175,0.9593014757085323
0.9195350743556233,0.9931012594795042,0.9549033701007457,0.9096640170804541,0.9919925746468238,0.9490461677390225,0.9269012574494221,0.9891242924768636,0.9570024267221773
0.9365418975121241,0.9970747848048658,0.9658608342204589,0.93179868647367,0.9952030595177689,0.9624577720931183,0.9286038114114524,0.9901640937192552,0.9583964260521984
0.9600039442345909,0.9980128847078862,0.9786395004929346,0.9356458733745607,0.9925059926467452,0.9632375464653238,0.9383366240182307,0.991608031656012,0.9642371143004618
0.9486242386053351,0.9969684483164587,0.9721957134759306,0.9386910343925152,0.9966101851894731,0.9667839157603446,0.9383629246752896,0.9932603201347936,0.9650315209964635
0.937595117965019,0.9978298160928711,0.9667751486151158,0.9429969396202896,0.9961676411339851,0.9688533363916126,0.9326747121640554,0.9906235221586449,0.9607761208366351
0.9441160962326961,0.9983356357039429,0.9704691525807639,0.9353340933220476,0.9954438236473363,0.9644532787133357,0.930442881536055,0.9909252067135158,0.9597320891919321
0.8967596930485215,0.9821454087266019,0.9375123995635354,0.8882592269689044,0.979882984691833,0.9318242445028772,0.9189569637036628,0.9842976673728061,0.9505057085061884
0.9085139279216176,0.9897265054298768,0.9473829544644765,0.9248839537635387,0.9894402710768586,0.9560736034698913,0.9248895401861215,0.9881301497507308,0.9554645408559955
